X - Plot 0	Y - Plot 0	X - Plot 1	Y - Plot 1	X - Plot 2	Y - Plot 2	X - Plot 3	Y - Plot 3
				-2.15152	-6.85334	-6.08978	-1.75848
				-2.14235	-6.85582	-6.09091	-1.76007
				-2	-6.89378	-6.14471	-1.83574
				-1.91813	-6.91398	-6.17405	-1.87879
				-1.84848	-6.93089	-6.19802	-1.91431
				-1.70559	-6.9628	-6.24242	-1.9831
				-1.69697	-6.96469	-6.24963	-1.99424
				-1.6719	-6.9697	-6.2532	-2
				-1.54545	-6.99509	-6.29933	-2.07569
				-1.50435	-7.00258	-6.32586	-2.12121
				-1.39394	-7.02213	-6.3472	-2.15861
				-1.31216	-7.03512	-6.39283	-2.24242
				-1.24242	-7.0458	-6.39316	-2.24305
				-1.12794	-7.06128	-6.39394	-2.24459
				-1.09091	-7.06605	-6.43687	-2.32929
				-0.950987	-7.08163	-6.45349	-2.36364
				-0.939394	-7.08284	-6.47845	-2.41724
				-0.846834	-7.09091	-6.50845	-2.48485
				-0.787879	-7.09607	-6.51781	-2.50696
						-6.54545	-2.57563
						-6.55475	-2.59862
						-6.55762	-2.60606
						-6.58891	-2.69251
						-6.60089	-2.72727
						-6.62037	-2.78855
						-6.63851	-2.84848
						-6.64898	-2.88687
						-6.67048	-2.9697
						-6.67454	-2.98764
						-6.69681	-3.09091
						-6.69683	-3.09102
						-6.69697	-3.09187
						-6.71507	-3.19764
						-6.71744	-3.21212
						-6.72939	-3.3074
						-6.73249	-3.33333
						-6.7394	-3.4206
						-6.74197	-3.45455
						-6.74467	-3.53759
						-6.74587	-3.57576
						-6.74471	-3.65878
						-6.74419	-3.69697
						-6.7389	-3.78464
						-6.73695	-3.81818
						-6.72656	-3.91572
						-6.72413	-3.93939
						-6.70689	-4.05267
						-6.70573	-4.06061
						-6.69697	-4.10505
						-6.68169	-4.18182
						-6.67782	-4.19714
						-6.65198	-4.30303
						-6.63794	-4.35025
						-6.61662	-4.42424
						-6.58649	-4.51263
						-6.57561	-4.54545
						-6.54545	-4.62412
						-6.52884	-4.66667
						-6.51972	-4.68726
						-6.47616	-4.78788
						-6.43234	-4.87837
						-6.41778	-4.90909
						-6.39394	-4.95461
						-6.35333	-5.0303
						-6.31755	-5.09142
						-6.28294	-5.15152
						-6.24242	-5.21655
						-6.20645	-5.27273
						-6.16266	-5.33654
						-6.12377	-5.39394
						-6.09091	-5.43951
						-6.03467	-5.51515
						-5.93968	-5.63613
						-5.9395	-5.63636
						-5.93939	-5.6365
						-5.83714	-5.75758
						-5.78788	-5.81345
						-5.72825	-5.87879
						-5.63636	-5.9758
						-5.6126	-6
						-5.51049	-6.1007
						-5.48976	-6.12121
						-5.48485	-6.12593
						-5.35908	-6.24242
						-5.33333	-6.26569
						-5.22073	-6.36364
						-5.18182	-6.39677
						-5.07431	-6.48485
						-5.0303	-6.52026
						-4.91941	-6.60606
						-4.87879	-6.63702
						-4.75554	-6.72727
						-4.72727	-6.74772
						-4.58221	-6.84848
						-4.57576	-6.85292
						-4.54402	-6.87388
						-4.42424	-6.95306
						-4.398	-6.9697
						-4.27273	-7.04854
						-4.20251	-7.09091
						-4.12121	-7.13968
						-3.99524	-7.21212
						-3.9697	-7.22674
						-3.91153	-7.25865
						-3.81818	-7.30994
						-3.77368	-7.33333
						-3.66667	-7.38946
						-3.53696	-7.45455
						-3.51515	-7.46547
						-3.48109	-7.48179
						-3.36364	-7.53811
						-3.28141	-7.57576
						-3.21212	-7.60748
						-3.12473	-7.64567
						-3.06061	-7.67368
						-3.00467	-7.69697
						-2.90909	-7.7368
						-2.8103	-7.77601
						-2.75758	-7.7969
						-2.70106	-7.81818
						-2.60606	-7.85402
						-2.52494	-7.88308
						-2.45455	-7.90822
						-2.36239	-7.93939
						-2.30303	-7.95952
						-2.26104	-7.97298
						-2.15152	-8.00794
						-2.01418	-8.04926
						-2	-8.0535
						-1.97473	-8.06061
						-1.84848	-8.09619
						-1.78208	-8.11373
						-1.69697	-8.13601
						-1.56129	-8.16915
						-1.54545	-8.17297
						-1.50598	-8.18182
						-1.39394	-8.20701
						-1.35141	-8.21584
						-1.24242	-8.23812
						-1.15054	-8.25533
						-1.09091	-8.26629
						-0.957546	-8.28851
						-0.939394	-8.29147
						-0.860031	-8.30303
						-0.787879	-8.31358
