0.0e0 -2.0e0 1.0e0 1.0e0
1.5789307e-1 -2.0e0 9.985771e-1 9.985771e-1
3.1578613e-1 -2.0e0 9.963786e-1 9.963786e-1
4.736792e-1 -2.0e0 9.934238e-1 9.934238e-1
6.3157227e-1 -2.0e0 9.899011e-1 9.899011e-1
7.8946533e-1 -2.0e0 9.861679e-1 9.861679e-1
9.473584e-1 -2.0e0 9.826974e-1 9.826974e-1
1.10525146e0 -2.0e0 9.799803e-1 9.799803e-1
1.26314453e0 -2.0e0 9.784135e-1 9.784135e-1
1.4210376e0 -2.0e0 9.78202e-1 9.78202e-1
1.5789307e0 -2.0e0 9.793172e-1 9.793172e-1
1.7368237e0 -2.0e0 9.81517e-1 9.81517e-1
1.8947168e0 -2.0e0 9.844156e-1 9.844156e-1
2.0526099e0 -2.0e0 9.875858e-1 9.875858e-1
2.210503e0 -2.0e0 9.906479e-1 9.906479e-1
2.368396e0 -2.0e0 9.933315e-1 9.933315e-1
2.526289e0 -2.0e0 9.954964e-1 9.954964e-1
2.6841821e0 -2.0e0 9.971178e-1 9.971178e-1
2.8420752e0 -2.0e0 9.982512e-1 9.982512e-1
2.9999683e0 -2.0e0 9.989937e-1 9.989937e-1

0.0e0 -1.789474e0 1.0e0 1.0e0
1.5789307e-1 -1.789474e0 9.968402e-1 9.968402e-1
3.1578613e-1 -1.789474e0 9.919582e-1 9.919582e-1
4.736792e-1 -1.789474e0 9.853966e-1 9.853966e-1
6.3157227e-1 -1.789474e0 9.775739e-1 9.775739e-1
7.8946533e-1 -1.789474e0 9.69284e-1 9.69284e-1
9.473584e-1 -1.789474e0 9.61577e-1 9.61577e-1
1.10525146e0 -1.789474e0 9.555444e-1 9.555444e-1
1.26314453e0 -1.789474e0 9.520647e-1 9.520647e-1
1.4210376e0 -1.789474e0 9.515938e-1 9.515938e-1
1.5789307e0 -1.789474e0 9.540714e-1 9.540714e-1
1.7368237e0 -1.789474e0 9.58956e-1 9.58956e-1
1.8947168e0 -1.789474e0 9.653934e-1 9.653934e-1
2.0526099e0 -1.789474e0 9.724332e-1 9.724332e-1
2.210503e0 -1.789474e0 9.792323e-1 9.792323e-1
2.368396e0 -1.789474e0 9.851913e-1 9.851913e-1
2.526289e0 -1.789474e0 9.899991e-1 9.899991e-1
2.6841821e0 -1.789474e0 9.935994e-1 9.935994e-1
2.8420752e0 -1.789474e0 9.961163e-1 9.961163e-1
2.9999683e0 -1.789474e0 9.97765e-1 9.97765e-1

0.0e0 -1.578948e0 1.0e0 1.0e0
1.5789307e-1 -1.578948e0 9.935785e-1 9.935785e-1
3.1578613e-1 -1.578948e0 9.836569e-1 9.836569e-1
4.736792e-1 -1.578948e0 9.703221e-1 9.703221e-1
6.3157227e-1 -1.578948e0 9.544244e-1 9.544244e-1
7.8946533e-1 -1.578948e0 9.375774e-1 9.375774e-1
9.473584e-1 -1.578948e0 9.219147e-1 9.219147e-1
1.10525146e0 -1.578948e0 9.096532e-1 9.096532e-1
1.26314453e0 -1.578948e0 9.025818e-1 9.025818e-1
1.4210376e0 -1.578948e0 9.016267e-1 9.016267e-1
1.5789307e0 -1.578948e0 9.066608e-1 9.066608e-1
1.7368237e0 -1.578948e0 9.165872e-1 9.165872e-1
1.8947168e0 -1.578948e0 9.296703e-1 9.296703e-1
2.0526099e0 -1.578948e0 9.439766e-1 9.439766e-1
2.210503e0 -1.578948e0 9.577946e-1 9.577946e-1
2.368396e0 -1.578948e0 9.699059e-1 9.699059e-1
2.526289e0 -1.578948e0 9.796753e-1 9.796753e-1
2.6841821e0 -1.578948e0 9.869923e-1 9.869923e-1
2.8420752e0 -1.578948e0 9.921074e-1 9.921074e-1
2.9999683e0 -1.578948e0 9.95458e-1 9.95458e-1

0.0e0 -1.3684221e0 1.0e0 1.0e0
1.5789307e-1 -1.3684221e0 9.880568e-1 9.880568e-1
3.1578613e-1 -1.3684221e0 9.69604e-1 9.69604e-1
4.736792e-1 -1.3684221e0 9.44807e-1 9.44807e-1
6.3157227e-1 -1.3684221e0 9.152242e-1 9.152242e-1
7.8946533e-1 -1.3684221e0 8.83925e-1 8.83925e-1
9.473584e-1 -1.3684221e0 8.547322e-1 8.547322e-1
1.10525146e0 -1.3684221e0 8.319797e-1 8.319797e-1
1.26314453e0 -1.3684221e0 8.188274e-1 8.188274e-1
1.4210376e0 -1.3684221e0 8.170842e-1 8.170842e-1
1.5789307e0 -1.3684221e0 8.26444e-1 8.26444e-1
1.7368237e0 -1.3684221e0 8.448636e-1 8.448636e-1
1.8947168e0 -1.3684221e0 8.691954e-1 8.691954e-1
2.0526099e0 -1.3684221e0 8.958037e-1 8.958037e-1
2.210503e0 -1.3684221e0 9.21504e-1 9.21504e-1
2.368396e0 -1.3684221e0 9.440285e-1 9.440285e-1
2.526289e0 -1.3684221e0 9.621992e-1 9.621992e-1
2.6841821e0 -1.3684221e0 9.758072e-1 9.758072e-1
2.8420752e0 -1.3684221e0 9.853209e-1 9.853209e-1
2.9999683e0 -1.3684221e0 9.915526e-1 9.915526e-1

0.0e0 -1.1578961e0 1.0e0 1.0e0
1.5789307e-1 -1.1578961e0 9.79676e-1 9.79676e-1
3.1578613e-1 -1.1578961e0 9.482649e-1 9.482649e-1
4.736792e-1 -1.1578961e0 9.060553e-1 9.060553e-1
6.3157227e-1 -1.1578961e0 8.557173e-1 8.557173e-1
7.8946533e-1 -1.1578961e0 8.023573e-1 8.023573e-1
9.473584e-1 -1.1578961e0 7.527776e-1 7.527776e-1
1.10525146e0 -1.1578961e0 7.14005e-1 7.14005e-1
1.26314453e0 -1.1578961e0 6.915909e-1 6.915909e-1
1.4210376e0 -1.1578961e0 6.885799e-1 6.885799e-1
1.5789307e0 -1.1578961e0 7.045348e-1 7.045348e-1
1.7368237e0 -1.1578961e0 7.359682e-1 7.359682e-1
1.8947168e0 -1.1578961e0 7.773329e-1 7.773329e-1
2.0526099e0 -1.1578961e0 8.226498e-1 8.226498e-1
2.210503e0 -1.1578961e0 8.663933e-1 8.663933e-1
2.368396e0 -1.1578961e0 9.047305e-1 9.047305e-1
2.526289e0 -1.1578961e0 9.356602e-1 9.356602e-1
2.6841821e0 -1.1578961e0 9.58823e-1 9.58823e-1
